track_id,title,artist,genre,bit_rate
3724,Temporary Famine Ship,Indian Jewelry,Rock,128000
3725,West Alabama,Indian Jewelry,Rock,128000
3761,Improv,Kinski,Rock,256000
3762,Snowy Parts of Scandinavia,Kinski,Rock,256000
3763,Shelley Winters Overdrive,Kinski,Rock,256000
3765,Waves of Second Guessing,Kinski,Rock,256000
3766,Rhode Island Freakout,Kinski,Rock,256000
3775,Cumbia Infierno,La Troba Kung-Fu,International,256000
3776,La Canco de Lladre,La Troba Kung-Fu,International,256000
3777,Volant,La Troba Kung-Fu,International,256000
3778,Calor Calor,La Troba Kung-Fu,International,256000
3779,Rock Rumba,La Troba Kung-Fu,International,256000
3832,Bedoin Song,Lior,Folk,256000
3833,Track 01,Lightning Bolt,Rock,256000
3840,Track 08,Lightning Bolt,Rock,256000
3880,Crawling,Mary Halvorson and Jessica Pavone,Folk,256000
3895,Invitita and de Cingheri from Transylvania,MetroFolk,International,256000
3896,Gypsy Csardas and Men's Dances from Kalotaszeg,MetroFolk,International,256000
3904,Sometimes,Michael Chapman,Folk,256000
3905,Twisted Road,Michael Chapman,Folk,256000
3906,Sometimes,Michael Chapman,Folk,256000
3908,Caddo Lake,Michael Chapman,Folk,256000
3909,Dewbury Road / That Time of Night,Michael Chapman,Folk,256000
3910,Kodak Ghosts,Michael Chapman,Folk,256000
3911,Dust Devils,Michael Chapman,Folk,256000
3912,Fahey's Flag,Michael Chapman,Folk,256000
3913,Memhpis in Winter,Michael Chapman,Folk,256000
3920,Fragrant Rota,Michael Holt,Folk,256000
3921,Hiawatha's Lullaby,Michael Holt,Folk,256000
3950,Click Click Bang Bang,Miss Derringer,Rock,256000
4013,Ravens,Nalle,Folk,256000
4017,New Roots,Nalle,Folk,256000
4022,Can't Tell No One,Negative Approach,Rock,256000
4037,Oh! Mighty Engine,Neil Halstead,Folk,256000
4066,Soleade,Peter Walker,Folk,256000
4067,Por Rosa,Peter Walker,Folk,256000
4068,Alegrias Variation,Peter Walker,Folk,256000
4069,Tune on Karen Dalton's Guitar,Peter Walker,Folk,256000
4070,Nuevos Ojos,Pistolera,International,256000
4071,Mentirosas,Pistolera,International,256000
4072,Tatuaje,Pistolera,International,256000
4073,Policia,Pistolera,International,256000
4074,Vieja,Pistolera,International,256000
4075,Un Momento,Pistolera,International,256000
4076,No te Olvidare,Pistolera,International,256000
4077,Algo Pa que te Olvides,Pistolera,International,256000
4078,No Suspires,Pistolera,International,256000
4079,Extranjero,Pistolera,International,256000
4080,Cazador,Pistolera,International,256000
4091,1864,Polka Madre,International,256000
4092,Nina Olga Vodka,Polka Madre,International,256000
4093,Amsterdam,Polka Madre,International,256000
4094,Vida Propia,Polka Madre,International,256000
4095,Funeral Brahms,Polka Madre,International,256000
4096,La Fin Du Monde,Polka Madre,International,256000
4097,Clammy Hands,Polka Madre,International,256000
4098,Russo Trap,Polka Madre,International,256000
4099,Stalin's Head,Polka Madre,International,256000
4100,Gitanas Mojadas,Polka Madre,International,256000
4101,Karjalainen Tanssi,Polka Madre,International,256000
4102,Herasinkuoleena,Polka Madre,International,256000
4103,Circo Del Siglo,Polka Madre,International,256000
4108,New Wave Hippies,Psychedelic Horseshit,Rock,192000
4232,Bowmazan Ya Mahaba  Bi Kidude song ,The Sounds of Taraab,International,256000
4233,Interview,The Sounds of Taraab,International,256000
4234,Mapenzi Matamu,The Sounds of Taraab,International,256000
4235,Kanilemaza  Ikhwani Safaa,The Sounds of Taraab,International,256000
4236,Enyi Wana Damu  Sharmila and Black Star Orchestra,The Sounds of Taraab,International,256000
4239,Shishituki,The Sounds of Taraab,International,256000
4450,Adventures of Castle One,Twi the Humble Feather,Folk,256000
4507,Mon Amant de St. Jean,Yan Yalego,International,256000
4508,Five Foot Two,Yan Yalego,International,256000
4509,Haricots,Yan Yalego,International,256000
4510,no title,Yan Yalego,International,256000
4511,Petit 'n Mwen,Yan Yalego,International,256000
4519,Golden,High Places,Electronic,256000
4520,From Stardust to Sentience,High Places,Electronic,256000
4521,Namer,High Places,Electronic,256000
4522,Oceanus,High Places,Electronic,256000
4682,Asylum (Permanent Underclass),Dälek,Hip-Hop,256000
4684,Eyes to Form Shadows,Dälek,Hip-Hop,256000
4685,Ever Somber,Dälek,Hip-Hop,256000
4688,Culture for Dollars,Dälek,Hip-Hop,256000
4777,Firecracker,Half Japanese,Rock,256000
4778,Too Much Fun,Half Japanese,Rock,256000
4779,Secret Admirer,Half Japanese,Rock,256000
4780,Too Much Adrenaline,Half Japanese,Rock,256000
4781,No Big Deal,Half Japanese,Rock,256000
4782,Thing With a Hook,Half Japanese,Rock,256000
4784,Rosemary's Baby,Half Japanese,Rock,256000
4785,I Know How It Feels...Bad,Half Japanese,Rock,256000
4786,"1,000,000 Kisses",Half Japanese,Rock,256000
4787,Nicole Told Me,Half Japanese,Rock,256000
4788,Fire To Burn,Half Japanese,Rock,256000
4799,I've Got a Love,Harvey Milk,Rock,256000
4835,Steak,Peelander-Z,Rock,256000
4836,Panda Punk Tongue,Peelander-Z,Rock,256000
4838,Punk Rock,Peelander-Z,Rock,256000
4846,Bistoon,Mamak Khadem,International,256000
4848,(introduction),Mamak Khadem,International,256000
4849,Avareh,Mamak Khadem,International,256000
5006,"So Long, Silver Lining",New Bomb Turks,Rock,256000
5156,Circles,Peter Biedermann,Folk,256000
5157,Copenhagen,Peter Biedermann,Folk,256000
5158,Running,Peter Biedermann,Folk,256000
5159,Christiania,Peter Biedermann,Folk,256000
5169,The Uncommon Man,Peter Biedermann,Folk,256000
5170,Labyrinth,Peter Biedermann,Folk,256000
5171,Cover Up,Peter Biedermann,Folk,256000
5191,Say What You Feel,caUSE co-MOTION,Pop,256000
5264,Classical Homicide,Dälek,Hip-Hop,256000
5268,3 Rocks Blessed,Dälek,Hip-Hop,256000
5376,The Clouds,Mary Halvorson and Jessica Pavone,Folk,256000
5381,Hartford,Mary Halvorson and Jessica Pavone,Folk,256000
5521,alone now,The Apartment,Experimental,192000
5879,Rock and Tree,Bob Wiseman,Folk,160000
5936,Traveling,Susanna,Folk,256000
5940,When It Rains,Howard Fishman,Folk,256000
6329,Krivo Kopanitsa Horo,Sheqer,International,256000
6330,Nie Zama Nie Sema,The Sounds of Taraab,International,256000
6331,track 1,Kavala Brass Band,International,256000
6332,Taso's Hasapiko,Raya Brass Band,International,256000
6333,track 01,Scott Wilson & Efendi,International,256000
6342,Doulab Nahawand Murassaa,Zikrayat,International,256000
6354,Daka Koz,The Sounds of Taraab,International,256000
6357,Zaharoula,Raya Brass Band,International,256000
6358,track 2,Kavala Brass Band,International,256000
6360,Sabah Sabah Seyredelim Yaliyi,Orkestra Keyif,International,256000
6363,track 02,Scott Wilson & Efendi,International,256000
6366,Taheya,Zikrayat,International,256000
6367,"Manowe, Mahaba Wa Takanini, Mapenz",The Sounds of Taraab,International,256000
6368,track 3,Kavala Brass Band,International,256000
6370,Leventikos,Raya Brass Band,International,256000
6372,track 03,Scott Wilson & Efendi,International,256000
6373,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,Orkestra Keyif,International,256000
6376,track 4,Kavala Brass Band,International,256000
6379,Matamu Choz,The Sounds of Taraab,International,256000
6380,track 04,Scott Wilson & Efendi,International,256000
6381,Kateva Lenko,Raya Brass Band,International,256000
6382,Svadbeni Cocek,Sheqer,International,256000
6383,Telegrafin Tellerine,Orkestra Keyif,International,256000
6385,track 05,Scott Wilson & Efendi,International,256000
6387,Karsilamas Hrysodaktili,Raya Brass Band,International,256000
6389,Kwala Ulala Huez,The Sounds of Taraab,International,256000
6390,track 5,Kavala Brass Band,International,256000
6393,Rumor,Zikrayat,International,256000
6394,Bufchansko,Sheqer,International,256000
6396,Sarki,Sheqer,International,256000
6406,The Hungry Stones,MV + EE,Folk,256000
6407,Huna Cosm,MV + EE,Folk,256000
6439,Crossover,EPMD,Hip-Hop,256000
6440,Rampage,EPMD,Hip-Hop,256000
6442,Richter Scale,EPMD,Hip-Hop,256000
6443,Music,EPMD,Hip-Hop,256000
6448,Please Listen To My Demo,EPMD,Hip-Hop,256000
6459,Ma Alli Wu Ultillu,Zikrayat,International,256000
6461,Florida Rain,Matt Bauer,Folk,256000
6463,Are You the One?,Matt Bauer,Folk,256000
6467,As She Came Out of  the Water,Matt Bauer,Folk,256000
6469,Derya'da Deryaliklar,Orkestra Keyif,International,256000
6517,Stars,Sakura Madams,Rock,128000
6519,Somebody To Love,Sakura Madams,Rock,128000
6603,The Woods,Height With Friends,Hip-Hop,256000
6605,Bad Weather,Height With Friends,Hip-Hop,256000
6606,Smash Your Eyes,Height With Friends,Hip-Hop,256000
6607,The World,Height With Friends,Hip-Hop,256000
6608,Cavalcade Lagoons,Height With Friends,Hip-Hop,256000
6609,2009,Height With Friends,Hip-Hop,256000
6610,Clack Struck Twelve,Height With Friends,Hip-Hop,256000
6611,Escape Tune,Height With Friends,Hip-Hop,256000
6674,Introduction: (Re)percussions,Jarrod Fowler,Experimental,256000
6675,The End of Senseless Beating,Jarrod Fowler,Experimental,256000
6677,Index,Jarrod Fowler,Experimental,256000
6679,Different Strokes for Different Folks,Jarrod Fowler,Experimental,256000
6680,Sound of the City:  A Musician is Being Beaten,Jarrod Fowler,Experimental,256000
6684,Preface,Jarrod Fowler,Experimental,256000
6762,Western States,Matt Bauer,Folk,256000
6776,Abflussbestattung / Verrat Am Metal,Japanische Kampfhorspiele,Rock,256000
6778,Dresscode,Japanische Kampfhorspiele,Rock,256000
6779,Castle By the Sea,Cath and Phil Tyler,Folk,320000
6782,Sunshine,Cath and Phil Tyler,Folk,320000
6783,Fisherman's Girl,Cath and Phil Tyler,Folk,320000
6788,Tokugiri Star,Peelander-Z,Rock,256000
6802,Spanish Civil War Tribute,Watcha Clan,International,256000
6803,Balkan Qoulou,Watcha Clan,International,256000
6854,Lost in Your,Lior,Folk,256000
6855,This Old Love,Lior,Folk,256000
6856,Autumn Flow,Lior,Folk,256000
6857,Drone Trailer,MV + EE and Willie Lane,Folk,192000
7011,in sleepy electricity,junior85,Electronic,320000
7373,heartbreaker,Lucky Dragons,Experimental,192000
7374,new homes,Lucky Dragons,Experimental,192000
7375,cherchez le dragon,Lucky Dragons,Experimental,192000
7376,about peter,Lucky Dragons,Experimental,192000
7377,with new trees,Lucky Dragons,Experimental,192000
7378,resurrect dead on planet jupiter,Lucky Dragons,Experimental,192000
7379,it's hard to fall asleep,Lucky Dragons,Experimental,192000
7381,i'd play at the rotunda,Lucky Dragons,Experimental,192000
7383,i hear horrible music,Lucky Dragons,Experimental,192000
7385,my imaginary scary home,Lucky Dragons,Experimental,192000
7386,its hard to wake up,Lucky Dragons,Experimental,192000
7388,girlworld (3 in a bed mix),Lucky Dragons,Experimental,192000
7391,all these wires between us,Lucky Dragons,Experimental,192000
7393,leaving things as they are,Lucky Dragons,Experimental,192000
7481,Seeing You Out,BrokeMC,Hip-Hop,128000
7482,Seeing Things Intro,BrokeMC,Hip-Hop,128000
7483,Doom Days,BrokeMC,Hip-Hop,128000
7487,The Robot's Heel,BrokeMC,Hip-Hop,128000
7488,The Discovery,BrokeMC,Hip-Hop,128000
7489,Too Much to deal with,BrokeMC,Hip-Hop,128000
7490,Follow That,BrokeMC,Hip-Hop,128000
7491,broke Pimpin,BrokeMC,Hip-Hop,128000
7492,In the Dark,BrokeMC,Hip-Hop,128000
7495,Soft South Africans,Homosexuals,Rock,256000
7526,Easy on the Eyes,Monk Turner,Pop,160000
7527,With You,Monk Turner,Pop,160000
7528,Game,Monk Turner,Pop,160000
7529,Seeking,Monk Turner,Pop,160000
7548,First Movement,Z'EV,Experimental,256000
7554,Seventh Movement,Z'EV,Experimental,256000
7709,Deep At Sea,Mia Doi Todd,Folk,128000
7710,What If We Do,Mia Doi Todd,Folk,128000
7711,The Way,Mia Doi Todd,Folk,128000
7712,My Room Is White,Mia Doi Todd,Folk,128000
7713,I gave you my home,Mia Doi Todd,Folk,128000
7872,Saved,Boss Hog,Rock,256000
8056,Get It While You Can,The Dirtbombs,Rock,256000
8208,Rocket USA,Alan Vega & Oneida,Rock,256000
8256,Sugar In My Coffin,Curtis Eller,Folk,256000
8259,Always Sugar for the Horses,Curtis Eller,Folk,256000
8261,Black Diamond,Curtis Eller,Folk,256000
8345,Walter,Walter,Experimental,256000
8357,Promocja Belkot radio commercial,Free Matter for the Blind,Experimental,256000
8363,"Outside of fashion boutique, Xian, China",Free Matter for the Blind,Experimental,256000
8372,variations on Foreigners,Dirty White Boy,Experimental,256000
8416,Track 33,Taal,Experimental,256000
9152,1991,dj smallcock,Experimental,160000
9155,Tossypot,Peeled Hearts Paste,Experimental,128000
9307,Racing Past the Zenith,Kitty Kadoogal,Experimental,128000
9476,Plight Of The Bumblebee,A Kombi,Experimental,192000
9477,Colour Me Your Colour,Justice Yeldham,Experimental,192000
9491,Rape Me,Toxic Lipstick,Rock,192000
9505,168 Toronto 260305,Justice Yeldham,Experimental,192000
9511,Message From the Law,Sic Alps,Rock,256000
9512,Eywat Setenafegagn,Getatchew Mekuria &amp; The Ex &amp; Guests,International,256000
9513,Cold Water,Old Time Relijun,Rock,256000
9550,Slippershell,Kristin Hersh,Rock,256000
9553,Morning Birds,Kristin Hersh,Rock,256000
9555,Krait,Kristin Hersh,Rock,256000
9557,Moan,Kristin Hersh,Rock,256000
9559,Mississippi Kite,Kristin Hersh,Rock,256000
9560,Fortune,Kristin Hersh,Rock,256000
9678,Riboflavin Horror,Volvox,Experimental,192000
9721,Track 01,Justice Yeldham,Experimental,192000
9846,Computer Music/Post-Fordism,Mattin,Experimental,256000
9887,All I Ever Wanted,Meg Baird,Folk,256000
9888,Cross,James Blackshaw,Folk,256000
9918,Scorpion Whip,Sissy Spacek,Experimental,192000
9962,Amour,Avec Noir,Rock,128000
10186,Love To C You Dance (Premixed),Dubyouth Soundsystem,International,128000
10192,Fucking Exotic Bitches,The Professional Savage,Hip-Hop,192000
10250,Tree Symphony,JayDee,Instrumental,256000
10374,Into the Fog,Sodadosa,Experimental,128000
10375,Torturing Mantra,Sodadosa,Experimental,128000
10376,Low Nightmare,Sodadosa,Experimental,128000
10377,Abandoned,Sodadosa,Experimental,128000
10381,Baron in the Trees,Big Blood,Folk,256000
10382,New Dish Rag,Big Blood,Folk,256000
10383,Graceless Lady,Big Blood,Folk,256000
10384,Blood Mumble,Big Blood,Folk,256000
10385,Curee,Big Blood,Folk,256000
10386,The Birds &amp; The Herds,Big Blood,Folk,256000
10387,Tease it Like a Cop,Big Blood,Folk,256000
10388,Night Lighter,Big Blood,Folk,256000
10389,Terrapin (oh! syd),Big Blood,Folk,256000
10435,Paku Paku,Funky Terrorist,Experimental,192000
10438,Little Lepers,Big Blood,Folk,256000
10439,In The Light Of The Moon,Big Blood,Folk,256000
10440,No Gravity Blues,Big Blood,Folk,256000
10441,In The Shade,Big Blood,Folk,256000
10442,Something Brighter Than The News,Big Blood,Folk,256000
10443,Beast (1 Beast),Big Blood,Folk,256000
10444,Restless Purity,Big Blood,Folk,256000
10447,Low Gravity Blues,Big Blood,Folk,256000
10458,Highway,Uke of Spaces Corners,Folk,256000
10480,Adversaries &amp; Enemies,Big Blood,Folk,256000
10481,Spit Shine,Big Blood,Folk,256000
10485,Song For Baltimore,Big Blood,Folk,256000
10521,boys boys boys,Sabrina,Experimental,192000
10527,r u serious,Funky Terrorist,Experimental,192000
10535,azaria vs the spaceman,Scratch My Nose,Experimental,192000
10541,.,Sports bra,Experimental,192000
10575,Premonitions: The Fantasy,Bobb Trimble,Folk,256000
10577,One Mile From Heaven (short version),Bobb Trimble,Folk,256000
10668,"999,999",Nine Inch Nails,Rock,216458
10669,"1,000,000",Nine Inch Nails,Rock,223058
10670,Letting You,Nine Inch Nails,Rock,280714
10671,Discipline,Nine Inch Nails,Rock,255739
10672,Echoplex,Nine Inch Nails,Rock,242690
10673,Head Down,Nine Inch Nails,Rock,245094
10674,Lights in the Sky,Nine Inch Nails,Rock,169678
10675,Corona Radiata,Nine Inch Nails,Rock,214812
10676,The Four of Us are Dying,Nine Inch Nails,Rock,236384
10677,Demon Seed,Nine Inch Nails,Rock,248630
10678,Glory Daze,Big Blood,Folk,256000
10679,The Rise Of Quinnisa Rose,Big Blood,Folk,256000
10682,She Said Nothing,Big Blood,Folk,256000
10684,Don't Trust The Ruin,Big Blood,Folk,256000
10693,6.6.05,BOPD,Hip-Hop,192000
10694,aint no thing,BOPD,Hip-Hop,192000
10695,2.17.05,BOPD,Hip-Hop,192000
10696,2.18.05 dai,BOPD,Hip-Hop,192000
10697,1.26 beat1,BOPD,Hip-Hop,192000
10698,2.12.05 elevator,BOPD,Hip-Hop,192000
10699,2.2.05,BOPD,Hip-Hop,192000
10805,Super Nude,Lesbian Afternoon,Pop,192000
10806,Glowing Pavements,Lesbian Afternoon,Pop,192000
10807,Three Owls Teahaus,Lesbian Afternoon,Pop,192000
10808,Wind Up The Hypnotist,Lesbian Afternoon,Pop,192000
10809,Pass That Joint,Lesbian Afternoon,Pop,192000
10810,Under The Sunset,Lesbian Afternoon,Pop,192000
10983,Track 02,Justice Yeldham,Experimental,192000
10992,The Grove Is Hotter Than An Ocean's Oven,Big Blood,Folk,256000
10993,Oh Country (Skin &amp; Bones),Big Blood,Folk,256000
11019,Mirror Friends,Lucky Dragons,Experimental,192000
11020,Morning Ritual,Lucky Dragons,Experimental,192000
11059,Vitamin C,Big Blood,Folk,256000
11198,Together We Will Wait,Black Band Coal Company,Pop,320000
11199,Love Is An Eternal Lie,The Sleeping Tree,Pop,320000
11200,Berlin Lights (Finistere),March Rosetta,Pop,320000
11204,Steppin' In,Audible Intelligence,Hip-Hop,320000
11206,Elles,Music Komite,Electronic,320000
11234,290504 beirut,Justice Yeldham,Experimental,192000
11237,270104 berlin,Justice Yeldham,Experimental,192000
11239,hamar 261005,Justice Yeldham,Experimental,192000
11242,280405 seoul,Justice Yeldham,Experimental,192000
11261,India,Mira Cook,Pop,256000
11262,Wataridori 2,Cornelius,Electronic,124090
11264,My Fair Lady,David Byrne,Rock,138687
11268,Fake French,Le Tigre,Rock,144231
11298,Now Get Busy,Beastie Boys,Hip-Hop,111184
11299,No Meaning No (feat. Fine Arts Militia),Chuck D,Hip-Hop,137942
11306,Inspiration,Abunai!,Rock,256000
11333,Instrumental,Gen Ken Montgomery,Experimental,256000
11334,Instrumental,Gen Ken Montgomery,Experimental,256000
11503,All Operations,Big Blood,Folk,256000
11504,A Friendly Noose,Big Blood,Folk,256000
11505,A Quiet Lousy Roar,Big Blood,Folk,256000
11508,Under The Concourse,Big Blood,Folk,256000
11544,Radiation,The Lost Demension,Experimental,256000
11638,Romantic Neck Tattoo,Embarker,Instrumental,160000
11671,Abre La Ventana,Cordero,International,256000
11672,(intro),Cordero,International,256000
11673,El Arco Iris,Cordero,International,256000
11674,(chat w/ Rob Weisberg),Cordero,International,256000
11675,La Sombra,Cordero,International,256000
11677,Quique,Cordero,International,256000
11679,Ruleta Rusa,Cordero,International,256000
11681,Heart In Me,Cordero,International,256000
11682,(chat w/ Rob Weisberg),Cordero,International,256000
11683,Matadora,Cordero,International,256000
11763,"Press Play Instrumental     {6th Sense, A Pinks, Emilio Rojas, Skyzoo}",6th Sense,Hip-Hop,192000
11764,28 Chasing 1988 Instrumental     {Adele &amp; 6th Sense}.mp3,6th Sense,Hip-Hop,192000
11765,Just Fine Instrumental     {Wildabeast},6th Sense,Hip-Hop,192000
11766,Beyon My Instrumental     {6th Sense},6th Sense,Hip-Hop,192000
11767,Let's Do It Instrumental     {6th Sense},6th Sense,Hip-Hop,192000
11768,The Itis Instrumental     {Black ELement},6th Sense,Hip-Hop,192000
11769,Fallen Shadows Instrumental     {Viva La Hova},6th Sense,Hip-Hop,192000
11770,Future Music Instrumental     {6th Sense},6th Sense,Hip-Hop,192000
11771,D'Evils 2008 Instrumental     {Talib Kweli},6th Sense,Hip-Hop,192000
11772,Ignite The People (Like Obama) Instrumental     {6th Sense},6th Sense,Hip-Hop,192000
