file_name,genre
country.00023.wav,country
jazz.00072.wav,jazz
rock.00070.wav,rock
metal.00053.wav,metal
jazz.00045.wav,jazz
jazz.00082.wav,jazz
metal.00033.wav,metal
classical.00076.wav,classical
metal.00065.wav,metal
metal.00073.wav,metal
jazz.00085.wav,jazz
reggae.00073.wav,reggae
disco.00093.wav,disco
classical.00063.wav,classical
country.00048.wav,country
metal.00034.wav,metal
reggae.00085.wav,reggae
metal.00069.wav,metal
disco.00075.wav,disco
hiphop.00012.wav,hiphop
blues.00074.wav,blues
classical.00013.wav,classical
jazz.00098.wav,jazz
rock.00061.wav,rock
disco.00090.wav,disco
classical.00004.wav,classical
classical.00014.wav,classical
hiphop.00017.wav,hiphop
jazz.00025.wav,jazz
hiphop.00057.wav,hiphop
hiphop.00009.wav,hiphop
blues.00092.wav,blues
rock.00030.wav,rock
blues.00089.wav,blues
disco.00036.wav,disco
rock.00088.wav,rock
rock.00021.wav,rock
rock.00033.wav,rock
metal.00005.wav,metal
jazz.00093.wav,jazz
metal.00011.wav,metal
blues.00094.wav,blues
blues.00011.wav,blues
disco.00096.wav,disco
jazz.00033.wav,jazz
blues.00043.wav,blues
blues.00042.wav,blues
disco.00029.wav,disco
classical.00067.wav,classical
hiphop.00097.wav,hiphop
reggae.00076.wav,reggae
jazz.00097.wav,jazz
pop.00056.wav,pop
classical.00000.wav,classical
hiphop.00026.wav,hiphop
classical.00078.wav,classical
hiphop.00044.wav,hiphop
hiphop.00016.wav,hiphop
reggae.00070.wav,reggae
reggae.00082.wav,reggae
metal.00080.wav,metal
classical.00077.wav,classical
disco.00095.wav,disco
rock.00011.wav,rock
pop.00093.wav,pop
rock.00060.wav,rock
metal.00084.wav,metal
disco.00083.wav,disco
rock.00056.wav,rock
pop.00051.wav,pop
country.00057.wav,country
jazz.00038.wav,jazz
disco.00035.wav,disco
blues.00015.wav,blues
disco.00024.wav,disco
pop.00058.wav,pop
country.00022.wav,country
classical.00079.wav,classical
rock.00083.wav,rock
blues.00022.wav,blues
disco.00056.wav,disco
metal.00066.wav,metal
reggae.00061.wav,reggae
disco.00040.wav,disco
hiphop.00031.wav,hiphop
jazz.00051.wav,jazz
reggae.00033.wav,reggae
country.00003.wav,country
metal.00030.wav,metal
blues.00093.wav,blues
jazz.00058.wav,jazz
blues.00068.wav,blues
metal.00022.wav,metal
country.00084.wav,country
reggae.00044.wav,reggae
hiphop.00034.wav,hiphop
classical.00053.wav,classical
blues.00075.wav,blues
pop.00030.wav,pop
hiphop.00046.wav,hiphop
classical.00088.wav,classical
country.00071.wav,country
country.00036.wav,country
hiphop.00087.wav,hiphop
classical.00017.wav,classical
rock.00043.wav,rock
jazz.00012.wav,jazz
reggae.00025.wav,reggae
jazz.00091.wav,jazz
classical.00026.wav,classical
classical.00016.wav,classical
hiphop.00073.wav,hiphop
metal.00093.wav,metal
blues.00057.wav,blues
reggae.00063.wav,reggae
rock.00012.wav,rock
disco.00069.wav,disco
country.00068.wav,country
blues.00046.wav,blues
disco.00049.wav,disco
classical.00095.wav,classical
rock.00099.wav,rock
reggae.00034.wav,reggae
pop.00036.wav,pop
country.00063.wav,country
hiphop.00043.wav,hiphop
metal.00075.wav,metal
disco.00004.wav,disco
disco.00041.wav,disco
rock.00066.wav,rock
classical.00049.wav,classical
classical.00024.wav,classical
pop.00086.wav,pop
blues.00050.wav,blues
disco.00053.wav,disco
rock.00027.wav,rock
classical.00042.wav,classical
hiphop.00070.wav,hiphop
disco.00099.wav,disco
metal.00025.wav,metal
disco.00020.wav,disco
blues.00019.wav,blues
reggae.00009.wav,reggae
pop.00090.wav,pop
reggae.00008.wav,reggae
hiphop.00007.wav,hiphop
jazz.00037.wav,jazz
metal.00020.wav,metal
blues.00038.wav,blues
classical.00075.wav,classical
country.00045.wav,country
reggae.00028.wav,reggae
metal.00067.wav,metal
pop.00054.wav,pop
reggae.00058.wav,reggae
classical.00054.wav,classical
country.00087.wav,country
metal.00002.wav,metal
jazz.00069.wav,jazz
pop.00043.wav,pop
blues.00017.wav,blues
classical.00027.wav,classical
disco.00022.wav,disco
country.00055.wav,country
metal.00057.wav,metal
rock.00064.wav,rock
classical.00090.wav,classical
classical.00015.wav,classical
metal.00016.wav,metal
metal.00006.wav,metal
classical.00080.wav,classical
disco.00001.wav,disco
pop.00059.wav,pop
pop.00012.wav,pop
pop.00023.wav,pop
metal.00085.wav,metal
rock.00079.wav,rock
jazz.00017.wav,jazz
rock.00084.wav,rock
blues.00045.wav,blues
rock.00009.wav,rock
classical.00057.wav,classical
reggae.00051.wav,reggae
classical.00071.wav,classical
blues.00016.wav,blues
jazz.00011.wav,jazz
blues.00048.wav,blues
rock.00071.wav,rock
rock.00040.wav,rock
jazz.00015.wav,jazz
rock.00052.wav,rock
hiphop.00080.wav,hiphop
country.00083.wav,country
pop.00018.wav,pop
reggae.00077.wav,reggae
country.00025.wav,country
blues.00026.wav,blues
rock.00054.wav,rock
hiphop.00037.wav,hiphop
rock.00051.wav,rock
disco.00064.wav,disco
country.00029.wav,country
blues.00037.wav,blues
rock.00065.wav,rock
disco.00074.wav,disco
hiphop.00069.wav,hiphop
rock.00067.wav,rock
reggae.00050.wav,reggae
pop.00004.wav,pop
reggae.00041.wav,reggae
classical.00094.wav,classical
reggae.00054.wav,reggae
reggae.00064.wav,reggae
jazz.00003.wav,jazz
rock.00069.wav,rock
reggae.00030.wav,reggae
jazz.00079.wav,jazz
rock.00068.wav,rock
classical.00062.wav,classical
rock.00008.wav,rock
classical.00052.wav,classical
reggae.00001.wav,reggae
rock.00093.wav,rock
pop.00055.wav,pop
classical.00011.wav,classical
country.00026.wav,country
metal.00088.wav,metal
classical.00003.wav,classical
hiphop.00021.wav,hiphop
hiphop.00019.wav,hiphop
pop.00050.wav,pop
jazz.00086.wav,jazz
pop.00080.wav,pop
metal.00072.wav,metal
classical.00019.wav,classical
blues.00053.wav,blues
classical.00051.wav,classical
hiphop.00003.wav,hiphop
rock.00045.wav,rock
country.00007.wav,country
metal.00058.wav,metal
reggae.00043.wav,reggae
pop.00062.wav,pop
blues.00008.wav,blues
reggae.00007.wav,reggae
blues.00036.wav,blues
hiphop.00052.wav,hiphop
metal.00051.wav,metal
country.00053.wav,country
disco.00003.wav,disco
pop.00046.wav,pop
jazz.00071.wav,jazz
metal.00023.wav,metal
pop.00032.wav,pop
reggae.00091.wav,reggae
country.00062.wav,country
metal.00010.wav,metal
country.00097.wav,country
hiphop.00014.wav,hiphop
classical.00050.wav,classical
pop.00088.wav,pop
metal.00040.wav,metal
reggae.00089.wav,reggae
jazz.00050.wav,jazz
reggae.00086.wav,reggae
hiphop.00088.wav,hiphop
classical.00047.wav,classical
classical.00046.wav,classical
pop.00020.wav,pop
rock.00031.wav,rock
pop.00039.wav,pop
metal.00059.wav,metal
disco.00048.wav,disco
hiphop.00063.wav,hiphop
disco.00025.wav,disco
classical.00086.wav,classical
classical.00023.wav,classical
reggae.00053.wav,reggae
metal.00008.wav,metal
classical.00043.wav,classical
rock.00058.wav,rock
classical.00097.wav,classical
metal.00009.wav,metal
country.00079.wav,country
country.00093.wav,country
hiphop.00000.wav,hiphop
classical.00022.wav,classical
classical.00083.wav,classical
country.00002.wav,country
hiphop.00038.wav,hiphop
country.00046.wav,country
hiphop.00015.wav,hiphop
rock.00032.wav,rock
pop.00065.wav,pop
rock.00006.wav,rock
reggae.00035.wav,reggae
reggae.00087.wav,reggae
classical.00029.wav,classical
metal.00037.wav,metal
hiphop.00002.wav,hiphop
pop.00084.wav,pop
pop.00070.wav,pop
pop.00035.wav,pop
rock.00013.wav,rock
country.00019.wav,country
metal.00041.wav,metal
rock.00015.wav,rock
pop.00052.wav,pop
reggae.00006.wav,reggae
rock.00019.wav,rock
metal.00024.wav,metal
reggae.00074.wav,reggae
pop.00060.wav,pop
disco.00086.wav,disco
rock.00072.wav,rock
jazz.00009.wav,jazz
country.00067.wav,country
reggae.00019.wav,reggae
hiphop.00041.wav,hiphop
hiphop.00096.wav,hiphop
classical.00012.wav,classical
metal.00091.wav,metal
country.00032.wav,country
reggae.00069.wav,reggae
metal.00007.wav,metal
metal.00071.wav,metal
disco.00073.wav,disco
rock.00081.wav,rock
reggae.00042.wav,reggae
country.00033.wav,country
pop.00085.wav,pop
metal.00076.wav,metal
disco.00017.wav,disco
metal.00048.wav,metal
hiphop.00010.wav,hiphop
reggae.00098.wav,reggae
pop.00009.wav,pop
disco.00058.wav,disco
country.00058.wav,country
pop.00044.wav,pop
metal.00027.wav,metal
metal.00032.wav,metal
country.00082.wav,country
disco.00076.wav,disco
disco.00084.wav,disco
country.00024.wav,country
rock.00053.wav,rock
reggae.00014.wav,reggae
hiphop.00072.wav,hiphop
disco.00047.wav,disco
jazz.00005.wav,jazz
metal.00039.wav,metal
rock.00087.wav,rock
rock.00028.wav,rock
rock.00005.wav,rock
metal.00019.wav,metal
reggae.00055.wav,reggae
reggae.00003.wav,reggae
metal.00045.wav,metal
reggae.00046.wav,reggae
jazz.00056.wav,jazz
rock.00057.wav,rock
jazz.00077.wav,jazz
pop.00095.wav,pop
blues.00085.wav,blues
country.00042.wav,country
metal.00098.wav,metal
classical.00059.wav,classical
jazz.00024.wav,jazz
blues.00035.wav,blues
jazz.00040.wav,jazz
classical.00070.wav,classical
metal.00054.wav,metal
reggae.00090.wav,reggae
reggae.00057.wav,reggae
reggae.00047.wav,reggae
rock.00044.wav,rock
pop.00033.wav,pop
blues.00095.wav,blues
jazz.00063.wav,jazz
country.00040.wav,country
pop.00042.wav,pop
jazz.00074.wav,jazz
metal.00090.wav,metal
hiphop.00060.wav,hiphop
jazz.00053.wav,jazz
reggae.00088.wav,reggae
country.00006.wav,country
disco.00092.wav,disco
pop.00094.wav,pop
disco.00097.wav,disco
pop.00066.wav,pop
reggae.00048.wav,reggae
country.00017.wav,country
blues.00004.wav,blues
pop.00068.wav,pop
metal.00042.wav,metal
rock.00029.wav,rock
metal.00012.wav,metal
pop.00038.wav,pop
jazz.00046.wav,jazz
pop.00025.wav,pop
metal.00083.wav,metal
blues.00098.wav,blues
reggae.00004.wav,reggae
pop.00027.wav,pop
jazz.00073.wav,jazz
hiphop.00006.wav,hiphop
jazz.00002.wav,jazz
blues.00047.wav,blues
blues.00032.wav,blues
pop.00079.wav,pop
reggae.00039.wav,reggae
country.00000.wav,country
classical.00034.wav,classical
blues.00027.wav,blues
reggae.00080.wav,reggae
country.00030.wav,country
hiphop.00089.wav,hiphop
pop.00072.wav,pop
disco.00078.wav,disco
country.00088.wav,country
hiphop.00018.wav,hiphop
metal.00074.wav,metal
disco.00091.wav,disco
jazz.00092.wav,jazz
hiphop.00098.wav,hiphop
classical.00038.wav,classical
blues.00062.wav,blues
hiphop.00071.wav,hiphop
metal.00047.wav,metal
classical.00028.wav,classical
rock.00076.wav,rock
jazz.00020.wav,jazz
reggae.00038.wav,reggae
rock.00062.wav,rock
blues.00064.wav,blues
reggae.00012.wav,reggae
blues.00014.wav,blues
classical.00056.wav,classical
blues.00040.wav,blues
hiphop.00092.wav,hiphop
disco.00079.wav,disco
classical.00087.wav,classical
pop.00063.wav,pop
country.00016.wav,country
pop.00091.wav,pop
blues.00052.wav,blues
reggae.00078.wav,reggae
disco.00037.wav,disco
pop.00048.wav,pop
pop.00019.wav,pop
pop.00024.wav,pop
country.00095.wav,country
pop.00001.wav,pop
country.00051.wav,country
pop.00026.wav,pop
hiphop.00061.wav,hiphop
hiphop.00055.wav,hiphop
rock.00096.wav,rock
reggae.00015.wav,reggae
reggae.00062.wav,reggae
country.00069.wav,country
country.00001.wav,country
classical.00061.wav,classical
jazz.00055.wav,jazz
pop.00029.wav,pop
hiphop.00001.wav,hiphop
pop.00002.wav,pop
hiphop.00076.wav,hiphop
reggae.00021.wav,reggae
pop.00071.wav,pop
classical.00005.wav,classical
jazz.00065.wav,jazz
disco.00089.wav,disco
blues.00001.wav,blues
rock.00037.wav,rock
rock.00082.wav,rock
jazz.00061.wav,jazz
blues.00080.wav,blues
country.00005.wav,country
blues.00034.wav,blues
pop.00075.wav,pop
jazz.00008.wav,jazz
hiphop.00027.wav,hiphop
hiphop.00054.wav,hiphop
disco.00066.wav,disco
blues.00091.wav,blues
disco.00039.wav,disco
reggae.00097.wav,reggae
jazz.00064.wav,jazz
disco.00045.wav,disco
pop.00076.wav,pop
country.00041.wav,country
blues.00013.wav,blues
disco.00015.wav,disco
metal.00000.wav,metal
disco.00087.wav,disco
country.00073.wav,country
classical.00066.wav,classical
reggae.00040.wav,reggae
rock.00092.wav,rock
metal.00046.wav,metal
reggae.00018.wav,reggae
hiphop.00084.wav,hiphop
rock.00080.wav,rock
jazz.00004.wav,jazz
reggae.00031.wav,reggae
country.00043.wav,country
jazz.00066.wav,jazz
reggae.00075.wav,reggae
jazz.00062.wav,jazz
metal.00086.wav,metal
classical.00089.wav,classical
pop.00082.wav,pop
metal.00099.wav,metal
hiphop.00075.wav,hiphop
metal.00081.wav,metal
jazz.00010.wav,jazz
blues.00058.wav,blues
hiphop.00074.wav,hiphop
jazz.00060.wav,jazz
reggae.00056.wav,reggae
pop.00047.wav,pop
country.00052.wav,country
blues.00021.wav,blues
disco.00013.wav,disco
hiphop.00059.wav,hiphop
classical.00060.wav,classical
country.00076.wav,country
rock.00055.wav,rock
classical.00091.wav,classical
disco.00085.wav,disco
reggae.00005.wav,reggae
hiphop.00013.wav,hiphop
hiphop.00091.wav,hiphop
disco.00043.wav,disco
pop.00069.wav,pop
disco.00008.wav,disco
metal.00061.wav,metal
classical.00030.wav,classical
metal.00063.wav,metal
reggae.00071.wav,reggae
blues.00099.wav,blues
disco.00072.wav,disco
blues.00087.wav,blues
hiphop.00058.wav,hiphop
disco.00030.wav,disco
country.00014.wav,country
hiphop.00066.wav,hiphop
classical.00021.wav,classical
metal.00014.wav,metal
blues.00020.wav,blues
pop.00000.wav,pop
blues.00071.wav,blues
classical.00006.wav,classical
country.00070.wav,country
reggae.00060.wav,reggae
hiphop.00035.wav,hiphop
classical.00002.wav,classical
