12,blues.00012.wav,-207.23829650878906,-404.68402099609375,-42.35309600830078,132.82740783691406,36.65721130371094,200.27313232421875,-15.454079627990723,-94.37550354003906,73.20230102539062,60.98097229003906,2.764376640319824,110.054443359375,0.7190262675285339,-62.276893615722656,36.71076965332031,12.461328506469727,-21.824169158935547,54.34796142578125,1.163385272026062,-37.661903381347656,30.678632736206055,-1.5329195261001587,-27.053321838378906,34.03493118286133,-17.89584732055664,-56.518009185791016,21.196441650390625,8.360363006591797,-16.31360626220703,55.03699493408203,-2.459650993347168,-31.531930923461914,34.55290222167969,-0.5846390724182129,-35.39179611206055,31.84905242919922,0.3722645044326782,-25.980186462402344,37.016014099121094
13,blues.00013.wav,-209.80392456054688,-320.5865478515625,-73.96016693115234,124.46475982666016,50.6450309753418,175.9283447265625,10.309393882751465,-75.74507141113281,61.64186096191406,47.016357421875,0.2591627836227417,87.45353698730469,6.478227138519287,-34.48749542236328,39.497100830078125,15.415120124816895,-22.854412078857422,53.17272186279297,-2.015941619873047,-33.64820098876953,25.959453582763672,6.7262187004089355,-34.05921173095703,36.9803581237793,-21.543222427368164,-61.130821228027344,0.7180795669555664,10.72083568572998,-12.006658554077148,49.48905563354492,-5.532846450805664,-31.177452087402344,25.32474136352539,-2.195727586746216,-29.513935089111328,20.227455139160156,-3.0491857528686523,-27.524166107177734,21.71111297607422
14,blues.00014.wav,-305.66436767578125,-439.14617919921875,-74.08200073242188,113.0710220336914,45.01393127441406,182.83139038085938,12.10733413696289,-91.98786926269531,70.96693420410156,45.05219650268555,9.259593963623047,130.3905487060547,17.734384536743164,-30.214569091796875,55.06719207763672,14.590070724487305,-37.511837005615234,48.87700653076172,4.147995948791504,-33.76616668701172,36.459346771240234,0.22631128132343292,-34.8707275390625,26.839134216308594,-7.02158784866333,-45.005126953125,16.981908798217773,13.646476745605469,-25.674365997314453,49.074913024902344,8.914210319519043,-24.08175277709961,44.45024490356445,1.3037985563278198,-26.126190185546875,34.133636474609375,5.954979419708252,-14.400395393371582,33.06391143798828
15,blues.00015.wav,-238.51962280273438,-373.5576477050781,-63.736202239990234,120.10218811035156,5.075891017913818,178.63504028320312,-4.221948146820068,-91.12515258789062,62.20130157470703,42.29458999633789,-24.849485397338867,122.26892852783203,5.923821926116943,-48.91075134277344,57.038978576660156,13.911397933959961,-31.443790435791016,50.23869323730469,5.350523471832275,-39.53034973144531,41.6290283203125,1.8952672481536865,-40.506019592285156,37.91276931762695,-16.928089141845703,-52.75202178955078,10.054317474365234,12.343145370483398,-13.147652626037598,50.70532989501953,3.938899517059326,-17.285476684570312,37.76103973388672,-1.3966829776763916,-27.95958709716797,27.19577407836914,0.013027713634073734,-38.7804069519043,33.04302215576172
16,blues.00016.wav,-233.77281188964844,-350.7842102050781,-60.08257293701172,120.66433715820312,53.577537536621094,184.08729553222656,-3.1640923023223877,-89.53128051757812,58.176719665527344,39.514827728271484,-24.29047966003418,112.34843444824219,3.831524133682251,-58.34186553955078,41.02802276611328,18.828155517578125,-18.578054428100586,55.31256866455078,-3.678738594055176,-40.35134506225586,30.083911895751953,4.425468444824219,-31.53249740600586,37.34086608886719,-14.96492862701416,-50.63360595703125,7.737837791442871,17.57147789001465,-8.713963508605957,49.67421340942383,1.8461251258850098,-29.517900466918945,30.497346878051758,2.55008864402771,-22.070327758789062,24.109771728515625,-1.2302391529083252,-29.544944763183594,23.645559310913086
17,blues.00017.wav,-245.68724060058594,-398.82489013671875,-76.57982635498047,140.4812469482422,43.72337341308594,194.8542022705078,-2.7912182807922363,-76.39077758789062,78.83074951171875,60.40451431274414,5.664799690246582,115.45480346679688,18.903512954711914,-33.38016891479492,53.01226806640625,9.828393936157227,-34.273399353027344,49.358421325683594,3.563823938369751,-28.81747055053711,34.655792236328125,0.5228626728057861,-28.138216018676758,34.447349548339844,-16.378488540649414,-53.54914855957031,11.219564437866211,6.629352569580078,-20.434951782226562,42.23138427734375,7.258424282073975,-17.965652465820312,43.17486572265625,-4.02123498916626,-32.23046875,19.696962356567383,1.6011250019073486,-23.29590606689453,29.24098777770996
18,blues.00018.wav,-252.48178100585938,-342.5981140136719,-61.13361740112305,104.94515991210938,18.37301254272461,164.98614501953125,15.2964448928833,-78.31019592285156,53.32488250732422,42.68783950805664,5.096285820007324,100.52335357666016,6.77045202255249,-25.411361694335938,35.39545440673828,21.611764907836914,-10.502994537353516,46.280879974365234,-1.3111783266067505,-21.30472183227539,24.68234634399414,5.6817450523376465,-18.82560157775879,32.00474166870117,-16.636873245239258,-58.34362030029297,7.724515914916992,12.169349670410156,-12.718080520629883,47.19256591796875,-1.9619532823562622,-22.60405921936035,28.746078491210938,1.9602652788162231,-24.110618591308594,27.459505081176758,-0.8982278108596802,-22.092445373535156,28.968734741210938
19,blues.00019.wav,-236.67947387695312,-412.23358154296875,-64.86792755126953,138.4055938720703,22.296443939208984,184.99761962890625,-4.930479526519775,-96.24662780761719,71.95343780517578,47.65449905395508,-11.101737976074219,100.06905364990234,5.15785026550293,-55.652610778808594,53.77516174316406,8.88780689239502,-17.347980499267578,51.21553039550781,0.4874057471752167,-30.871736526489258,31.387531280517578,-3.788341999053955,-33.34583282470703,44.419864654541016,-14.98486614227295,-43.37355041503906,9.42746639251709,10.428945541381836,-14.383453369140625,53.22756576538086,-0.34138432145118713,-34.78329086303711,42.11149597167969,0.7833588123321533,-24.830810546875,30.545021057128906,1.780983805656433,-33.0746955871582,29.438709259033203
20,blues.00020.wav,-230.36378479003906,-335.021728515625,-57.984928131103516,127.07772827148438,35.85979461669922,177.18585205078125,7.114696502685547,-72.22219848632812,54.96333312988281,39.76705551147461,-3.217805862426758,102.58026885986328,1.9217218160629272,-59.70482635498047,44.47673034667969,17.410606384277344,-21.65250015258789,46.079750061035156,-5.626917839050293,-44.588497161865234,34.541465759277344,8.2406644821167,-30.092973709106445,41.132591247558594,-18.11604118347168,-42.37303161621094,9.135860443115234,13.844724655151367,-11.149301528930664,47.523109436035156,-3.757110834121704,-39.688758850097656,32.606937408447266,2.579848527908325,-21.308204650878906,32.84272766113281,-4.316714286804199,-31.174278259277344,21.570112228393555
21,blues.00021.wav,-264.6712646484375,-419.8838195800781,-27.70338249206543,138.85433959960938,44.00275421142578,214.91708374023438,11.167328834533691,-107.17354583740234,71.63395690917969,48.52392578125,-0.6287923455238342,121.37303161621094,14.90431022644043,-37.582035064697266,45.09677505493164,20.586437225341797,-14.594327926635742,45.95437240600586,3.206176280975342,-36.33659362792969,35.386165618896484,1.2635794878005981,-34.04673767089844,34.382469177246094,-15.839372634887695,-44.86531066894531,16.446300506591797,15.975111961364746,-5.711851119995117,51.69530487060547,3.35821795463562,-24.421123504638672,34.229400634765625,-1.5066410303115845,-27.871967315673828,20.482419967651367,1.896920919418335,-28.43582534790039,24.327861785888672
22,blues.00022.wav,-233.96311950683594,-413.21807861328125,-50.60806655883789,136.14453125,24.72671127319336,199.1963653564453,3.306636095046997,-88.495361328125,74.11947631835938,48.930625915527344,-0.9135190844535828,110.59245300292969,8.705183982849121,-41.86150360107422,45.48213195800781,13.989510536193848,-26.329980850219727,46.605430603027344,5.362715721130371,-37.33629608154297,30.251480102539062,0.41018909215927124,-34.43547821044922,31.154085159301758,-13.48355484008789,-51.63311004638672,17.214340209960938,16.860368728637695,-8.666574478149414,42.09553527832031,5.134751796722412,-31.91058921813965,36.63660430908203,-2.230727434158325,-26.52452278137207,34.11077117919922,3.9538214206695557,-18.245811462402344,30.211820602416992
23,blues.00023.wav,-227.25579833984375,-368.0816955566406,-55.36689376831055,137.7651824951172,42.80341720581055,181.87103271484375,-14.502318382263184,-106.65254211425781,59.30673599243164,63.57535934448242,4.3976945877075195,124.38824462890625,5.601748466491699,-36.09358215332031,44.824180603027344,11.988767623901367,-23.763652801513672,36.16703414916992,1.8891490697860718,-46.166664123535156,26.75925064086914,-1.870935320854187,-30.779834747314453,30.927898406982422,-7.618035793304443,-41.60670852661133,15.4614839553833,-2.4516425132751465,-28.601482391357422,26.16744613647461,-2.898021697998047,-25.884857177734375,38.948081970214844,-9.43382453918457,-36.73552703857422,18.580429077148438,-10.939208030700684,-39.400535583496094,17.48363494873047
24,blues.00024.wav,-274.3768310546875,-441.0642395019531,-68.74556732177734,130.40737915039062,39.37022399902344,203.61122131347656,-6.357467174530029,-90.43319702148438,66.89035034179688,70.38822174072266,13.799674987792969,120.67127990722656,13.26966381072998,-28.884109497070312,57.19204330444336,9.47218132019043,-27.389488220214844,51.43316650390625,7.733089447021484,-30.741907119750977,34.45658874511719,-1.2365491390228271,-37.18290710449219,37.19902038574219,-0.5709878206253052,-36.85218048095703,33.67308044433594,-2.2971627712249756,-27.86078643798828,22.663448333740234,3.7794153690338135,-20.506399154663086,31.80520248413086,0.0854821652173996,-23.24801254272461,45.56828308105469,-0.9368568658828735,-25.92142105102539,34.36524963378906
25,blues.00025.wav,-249.31532287597656,-389.4153137207031,-111.91485595703125,131.0003204345703,63.501346588134766,184.3558807373047,0.6778699159622192,-117.31619262695312,81.22456359863281,66.70416259765625,-2.415099620819092,109.82192993164062,17.911272048950195,-19.610881805419922,63.06766128540039,4.623277187347412,-33.00270080566406,38.69896697998047,6.603808879852295,-30.47775650024414,33.721275329589844,1.2421156167984009,-29.163959503173828,37.45448303222656,1.4099406003952026,-32.78877258300781,24.35902214050293,-1.5849273204803467,-23.227266311645508,34.22618865966797,-0.9725385904312134,-24.288497924804688,30.99195098876953,-3.572615623474121,-28.333606719970703,38.68524932861328,-2.9297993183135986,-28.375694274902344,48.850860595703125
26,blues.00026.wav,-284.64056396484375,-422.6112365722656,-62.90829086303711,108.80130767822266,44.04217529296875,177.51849365234375,9.085318565368652,-114.96235656738281,76.74298095703125,51.198062896728516,-11.190998077392578,129.63259887695312,18.071889877319336,-36.453857421875,53.547428131103516,7.602154731750488,-33.67658233642578,43.991455078125,8.755716323852539,-35.12384033203125,36.6708984375,2.354090690612793,-31.500957489013672,28.01446533203125,0.0033669881522655487,-48.013675689697266,23.826772689819336,2.248495578765869,-29.991382598876953,32.910545349121094,4.199125289916992,-23.13282012939453,36.38100814819336,-3.283064126968384,-31.399757385253906,33.77557373046875,1.6176825761795044,-25.488746643066406,30.087810516357422
27,blues.00027.wav,-228.2098388671875,-356.3049621582031,-107.48185729980469,130.3231658935547,68.80776977539062,191.58059692382812,-23.311424255371094,-97.70188903808594,48.11530303955078,70.2009506225586,12.157415390014648,125.99816131591797,1.1310547590255737,-39.25440979003906,46.38499450683594,7.5844268798828125,-37.0655517578125,39.10243225097656,0.9005107283592224,-35.25238037109375,30.263065338134766,1.9828155040740967,-27.02092742919922,40.214271545410156,-6.16441535949707,-32.53352355957031,14.310279846191406,-9.382747650146484,-31.499385833740234,19.87975311279297,-2.5637800693511963,-31.156152725219727,25.922901153564453,-4.525752544403076,-28.007448196411133,22.384319305419922,-0.2604644000530243,-23.709980010986328,22.39630126953125
28,blues.00028.wav,-248.9888153076172,-397.3656005859375,-63.08698654174805,139.0577392578125,79.51541900634766,202.48446655273438,-16.270870208740234,-95.35234832763672,49.679725646972656,57.137149810791016,0.046954572200775146,98.4715576171875,20.188507080078125,-19.0019474029541,55.23407745361328,10.186957359313965,-24.63788604736328,39.461570739746094,4.542910575866699,-49.608184814453125,32.814971923828125,0.3310718834400177,-31.78510284423828,31.620189666748047,-7.874579429626465,-34.284912109375,22.483369827270508,-3.4545717239379883,-28.15990447998047,29.504615783691406,-2.6574361324310303,-26.099185943603516,29.08966827392578,-2.8329577445983887,-31.024078369140625,32.5684814453125,-0.9046585559844971,-22.83875846862793,31.727354049682617
29,blues.00029.wav,-233.72897338867188,-441.9856262207031,-68.9893798828125,101.19026947021484,-43.60855484008789,165.69790649414062,17.6479549407959,-41.14872360229492,82.15481567382812,23.734174728393555,-41.966861724853516,68.81626892089844,2.0825462341308594,-46.95025634765625,43.680992126464844,25.936397552490234,-16.735435485839844,66.93539428710938,-16.956384658813477,-69.70690155029297,33.68743133544922,15.084952354431152,-13.673957824707031,54.82542419433594,-22.273954391479492,-55.109588623046875,10.697288513183594,4.381609916687012,-25.43962860107422,42.79119110107422,-23.201656341552734,-57.39630889892578,23.952913284301758,-6.050580978393555,-37.18927001953125,30.6608829498291,-5.067926406860352,-36.18669128417969,38.648128509521484
30,blues.00030.wav,-206.9323272705078,-344.3369445800781,-65.11006927490234,117.80413818359375,-9.610169410705566,175.73719787597656,23.241365432739258,-37.00084686279297,69.6190185546875,28.308992385864258,-36.96162796020508,85.52528381347656,-1.126013159751892,-46.499542236328125,36.766021728515625,18.867393493652344,-12.091647148132324,70.24958801269531,-21.9730224609375,-63.91896057128906,11.140356063842773,17.844066619873047,-11.858716011047363,57.344818115234375,-25.595348358154297,-66.19988250732422,17.373414993286133,2.139523506164551,-25.209409713745117,31.642520904541016,-17.7824764251709,-46.7968864440918,7.893157958984375,-8.011028289794922,-35.49884796142578,17.216842651367188,-17.610441207885742,-42.13310623168945,8.43261432647705
31,blues.00031.wav,-221.87301635742188,-357.1396179199219,-93.42037200927734,110.85540008544922,-12.288398742675781,165.5214080810547,18.63608169555664,-34.72602844238281,58.530372619628906,30.922962188720703,-13.832938194274902,73.9175033569336,3.296435832977295,-51.51063537597656,38.2631721496582,22.585636138916016,-12.650907516479492,52.36083984375,-20.403690338134766,-73.01239013671875,18.732057571411133,12.121832847595215,-16.703947067260742,53.10940170288086,-26.3325138092041,-57.9731559753418,5.597304344177246,-4.367300987243652,-38.179317474365234,25.52010154724121,-26.395551681518555,-58.23012924194336,14.842546463012695,-13.047178268432617,-40.645118713378906,44.02882385253906,-12.66762638092041,-45.55271530151367,37.28998947143555
32,blues.00032.wav,-288.7326965332031,-498.876220703125,-61.32367706298828,105.90115356445312,-66.52433776855469,166.02944946289062,18.776206970214844,-56.27279281616211,86.91424560546875,23.68264389038086,-33.465370178222656,62.638587951660156,5.682040691375732,-63.08576965332031,44.511985778808594,25.548940658569336,-13.511703491210938,70.11528015136719,-13.463248252868652,-67.49457550048828,17.567508697509766,12.437667846679688,-16.474712371826172,49.82172393798828,-11.96367073059082,-69.87008666992188,22.88237190246582,1.5746145248413086,-26.862098693847656,49.998661041259766,-15.640524864196777,-61.18231964111328,14.769243240356445,-6.632071018218994,-50.102386474609375,21.115779876708984,-11.693037986755371,-44.882667541503906,15.43653392791748
33,blues.00033.wav,-238.96987915039062,-403.17584228515625,-112.6264877319336,108.68231964111328,-19.848947525024414,172.33241271972656,34.158817291259766,-14.877189636230469,91.04081726074219,30.20716094970703,-21.13425064086914,82.28900909423828,-0.49822139739990234,-47.45085144042969,40.22077941894531,27.279754638671875,-16.8579158782959,62.3184700012207,-21.3779296875,-76.51997375488281,17.697824478149414,14.166391372680664,-19.696678161621094,48.24223327636719,-24.50922203063965,-60.359397888183594,11.406732559204102,-1.8904005289077759,-45.52025604248047,42.24007034301758,-28.051816940307617,-61.45115661621094,3.7347922325134277,-11.257109642028809,-47.94655227661133,25.918140411376953,-16.457557678222656,-47.3448486328125,18.737224578857422
34,blues.00034.wav,-217.1836395263672,-428.5630798339844,-63.10935592651367,105.78521728515625,-22.672237396240234,159.22097778320312,15.602848052978516,-53.9906005859375,77.65907287597656,25.24884033203125,-16.9093017578125,67.80860900878906,-1.4500508308410645,-45.00175476074219,41.73081588745117,30.193269729614258,-10.676020622253418,59.005977630615234,-17.71662139892578,-66.34077453613281,26.71792221069336,17.319040298461914,-12.112760543823242,60.77571105957031,-27.213607788085938,-64.11978149414062,5.37938928604126,4.338282108306885,-28.830081939697266,42.86591720581055,-20.05729866027832,-49.01751708984375,8.839899063110352,-10.700284957885742,-40.670616149902344,17.231700897216797,-14.228784561157227,-49.377845764160156,14.700920104980469
35,blues.00035.wav,-171.79478454589844,-306.33984375,-65.45445251464844,120.28173065185547,25.39999008178711,182.88504028320312,15.331754684448242,-31.01564598083496,61.82373809814453,21.094314575195312,-10.719240188598633,57.85804748535156,-5.395443439483643,-56.83606719970703,27.121610641479492,24.185544967651367,-22.753915786743164,59.716060638427734,-24.13084602355957,-58.40733337402344,12.474910736083984,18.545135498046875,-4.098960876464844,53.63639831542969,-22.34292221069336,-54.07381820678711,11.45298957824707,1.3107385635375977,-24.439632415771484,40.00408935546875,-20.765268325805664,-57.041107177734375,10.042428016662598,-4.991692066192627,-38.003055572509766,20.21883201599121,-17.108125686645508,-46.530517578125,7.433671951293945
36,blues.00036.wav,-200.1853790283203,-338.0958557128906,-76.89544677734375,116.34859466552734,-6.831083297729492,186.25238037109375,17.990737915039062,-33.99147033691406,62.96690368652344,25.287696838378906,-36.8926887512207,67.93400573730469,0.28717073798179626,-44.03154754638672,34.05718231201172,24.193771362304688,-6.491377830505371,59.074180603027344,-22.253931045532227,-68.15728759765625,14.798967361450195,11.182933807373047,-18.170991897583008,44.600303649902344,-26.854318618774414,-61.60784912109375,-0.20866282284259796,-7.637254238128662,-34.53336715698242,30.48162841796875,-24.876745223999023,-58.93781280517578,8.344551086425781,-12.010828971862793,-45.89738082885742,21.257617950439453,-17.02494239807129,-44.95616149902344,11.661491394042969
37,blues.00037.wav,-328.5601806640625,-499.04180908203125,-62.44345474243164,102.7098159790039,1.3553751707077026,167.19949340820312,19.872596740722656,-65.76468658447266,85.29801940917969,26.714405059814453,-13.517757415771484,62.50231170654297,7.152065753936768,-61.18561553955078,46.408050537109375,22.70838737487793,-10.60469913482666,77.35665130615234,-6.957088470458984,-46.0402717590332,28.972702026367188,12.78970718383789,-18.32166290283203,58.93186950683594,-10.729283332824707,-42.69499969482422,21.05093765258789,-0.4425991475582123,-33.15278625488281,22.922351837158203,-12.386709213256836,-46.24126052856445,20.731197357177734,-8.909131050109863,-40.45014953613281,36.868736267089844,-9.215008735656738,-48.22828674316406,20.886287689208984
38,blues.00038.wav,-192.69032287597656,-388.1888427734375,-43.264583587646484,111.15748596191406,-35.70073699951172,166.4827423095703,21.351842880249023,-37.75519561767578,84.27403259277344,26.396648406982422,-28.181472778320312,59.47289276123047,-0.649501383304596,-51.65416717529297,45.43142318725586,23.48704719543457,-14.64162826538086,69.74029541015625,-25.476696014404297,-53.213531494140625,14.975776672363281,16.921979904174805,-11.517959594726562,52.27422332763672,-16.97193145751953,-56.835777282714844,22.220643997192383,5.785404205322266,-23.66900634765625,37.096717834472656,-25.736196517944336,-52.34039306640625,9.735788345336914,-5.053074359893799,-28.247692108154297,19.943195343017578,-17.632251739501953,-47.601287841796875,10.489957809448242
39,blues.00039.wav,-301.7080383300781,-436.51214599609375,-115.49412536621094,111.53327941894531,-18.067588806152344,159.87017822265625,21.896053314208984,-31.144550323486328,72.7496337890625,16.150569915771484,-23.784770965576172,60.2493896484375,8.198790550231934,-46.88565444946289,52.233428955078125,22.08191680908203,-12.884908676147461,60.11052322387695,-8.601798057556152,-71.8938217163086,30.04806900024414,1.4827531576156616,-27.786882400512695,36.30517578125,-17.0777587890625,-53.33744812011719,11.687745094299316,-8.343711853027344,-32.92992401123047,27.77187728881836,-17.01078224182129,-49.36266326904297,7.667870044708252,-10.576026916503906,-39.14116668701172,26.825450897216797,-15.687028884887695,-48.486083984375,12.454763412475586
